IBM Vault Self-Managed for Z and LinuxONE,התקנה של HashiCorp Vault Enterprise בסביבות חומרת IBM Z ו-LinuxONE (ארכיטקטורת s390x) עם תמיכה של IBM.,הרחבת ניהול הסודות וההצפנה של Vault אל mainframe hybrid estates בצורה מאובטחת ומותאמת ארכיטקטונית.,12 - מונחים ייחודיים ל-IBM Vault,IBM Z / LinuxONE,https://www.ibm.com/new/announcements/ibm-vault-self-managed-for-z-and-linuxone-and-ibm-nomad-self-managed-for-z-and-linuxone-generally-available
IBM Verify + Vault OIDC,Integration pattern שבו IBM Verify משמש OpenID Connect identity provider עבור Vault human authentication.,מספק enterprise SSO מרכזי ו-group-based access ל-Vault.,12 - מונחים ייחודיים ל-IBM Vault,IBM Security integration,https://community.ibm.com/community/user/blogs/suraj-kanth/2025/06/12/secure-access-to-ibm-vault-using-ibm-verify
IBM Verify + Vault SAML,Integration pattern שבו IBM Verify משמש SAML identity provider עבור Vault Enterprise authentication.,תומך ב-enterprise SSO כאשר SAML הוא המנגנון המועדף.,12 - מונחים ייחודיים ל-IBM Vault,IBM Security integration,https://community.ibm.com/community/user/blogs/suraj-kanth/2025/06/26/securing-access-to-ibm-vault-using-saml
Identity deduplication,"תהליכים ויכולות לזיהוי ולפתרון entities, aliases או groups כפולים.",מונע identity mapping עמום והתנהגות authorization בלתי צפויה.,03 - Authentication וזהות,Vault operations,https://developer.hashicorp.com/vault/docs/secrets/identity
Identity metadata,"מידע key/value שמצורף ל-entities, aliases או groups.",יכול להעשיר audit context ולהשפיע על templated policy decisions.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Identity token,Signed token שמונפק על-ידי Vault ומכיל OIDC-style claims שנגזרים מ-entity ומ-role template.,מספק portable proof של Vault identity למערכות אחרות.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/secrets/identity
Init container pattern,Pattern שבו helper מבצע retrieval/render של secrets לפני שה-main container מתחיל.,שימושי עבור startup-only secret injection.,"10 - Kubernetes, agents ו-automation",Kubernetes / Vault Agent,https://developer.hashicorp.com/vault/docs/agent-and-proxy/agent
Instant updates,"יכולת עדכון מהירה של ה-Vault Secrets Operator (VSO) אשר מסתמכת על צמצום ה-reconciliation interval (זמן הבדיקה המחזורית) או שימוש ב-Vault Events בגרסאות נתמכות, לצורך עדכון מהיר של Kubernetes Secrets.",צמצום משך הזמן שבו סודות שנמצאים ב-Kubernetes אינם מסונכרנים עם השינויים שבוצעו ב-Vault.,"10 - Kubernetes, agents ו-automation",Vault Secrets Operator,https://developer.hashicorp.com/vault/docs/deploy/kubernetes/vso/sources/vault/instant-updates
Integrated Storage,ה-storage backend המובנה של Vault שמבוסס על Raft consensus protocol.,מספק durable storage ו-HA coordination ללא external storage system.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/concepts/integrated-storage
Intermediate CA,CA שה-certificate שלו חתום על-ידי root או CA גבוה יותר ומבצע routine certificate issuance.,מצמצם חשיפה של root CA ותומך ב-delegation.,07 - PKI ו-certificate lifecycle,כללי / Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
Internal group,Vault group שה-membership שלו מנוהלת ישירות בתוך Vault.,מספק group management native של Vault.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/concepts/identity
Issuer,Vault PKI object שמייצג CA certificate/key מסוים שמשמש ל-signing.,תומך בכמה issuers וב-controlled CA rotation בתוך PKI mount.,07 - PKI ו-certificate lifecycle,Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
Issuer rotation,החלפה או מעבר של active CA issuer תוך שמירה על trust continuity.,מאפשר CA key/certificate renewal בלי לשבור clients.,07 - PKI ו-certificate lifecycle,Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
JWT auth,Auth method שמאמת signed JSON Web Tokens מול keys או identity providers שהוגדרו.,תומך ב-workload authentication וב-federated authentication באמצעות portable tokens.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/auth
Key Management secrets engine,Enterprise capability לניהול keys שנמצאים ב-external key management platforms או cloud KMS integrations.,מרכז lifecycle control של keys שנשארים במערכות KMS חיצוניות.,06 - Secrets engines והגנת מידע,Vault Enterprise,https://developer.hashicorp.com/vault/docs/license
Key Management System (KMS),שירות שמנהל cryptographic keys ואת הפעולות עליהם.,יכול להגן על חומר ה-seal key של Vault או לשמש למקרי שימוש רחבים יותר של key management.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/concepts/seal
Key share,חלק אחד שנוצר על-ידי Shamir Secret Sharing.,מאפשר לכמה custodians לשחזר יחד את חומר המפתח הנדרש.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Key threshold,המספר המינימלי של Shamir shares שנדרש לשחזור key מוגן.,מיישם quorum control.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Key type,"Cryptographic algorithm/family שמשמש PKI key, כגון RSA או EC בהתאם ל-feature support.",קובע compatibility ו-security properties.,07 - PKI ו-certificate lifecycle,כללי / Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
Key version,מספר ה-version של Transit key לאחר rotation.,"מאפשר key rotation תוך שמירת יכולת decrypt/verify של data ישן, כאשר הדבר מותר.",06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/transit
Keyring,המערך הפנימי של data-encryption keys שבו Vault משתמש כדי להגן על persisted data.,תומך בהצפנת נתוני Vault וב-key rotation פנימי.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault internals,https://developer.hashicorp.com/vault/docs/concepts/seal
KMIP,Key Management Interoperability Protocol; ‏Vault Enterprise יכול לחשוף או לשלב KMIP capabilities בהתאם ל-entitlement.,תומך ב-interoperability סטנדרטי של cryptographic key management.,06 - Secrets engines והגנת מידע,Vault Enterprise / IBM add-on,https://developer.hashicorp.com/vault/docs/configuration/license-entitlement
Kubernetes auth,"Auth method שמאמת Kubernetes workload identity, בדרך כלל באמצעות ServiceAccount tokens ואימות מול Kubernetes API.",מאפשר ל-pods לבצע authentication ללא Vault tokens מוטמעים.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/auth
KV secrets engine,מאגר key/value עבור static secret material.,שומר application configuration secrets שלא ניתן ליצור באופן דינמי.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/kv
KV v1,Key/value engine פשוט יותר ללא מודל ה-versioning של KV v2.,מספק אחסון ישיר של static secrets.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/kv
KV v2,Versioned key/value secrets engine שתומך ב-secret versions וב-metadata operations.,"מספק בקרות lifecycle בטוחות יותר ל-static secrets, כולל version history ו-recoverable deletion.",06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/kv
LDAP auth,Auth method שמאמת credentials מול LDAP/Active Directory וממפה directory groups/users ל-Vault policies.,משלב את Vault עם directory services קיימים.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/auth
LDAP secrets engine,Secrets engine לניהול LDAP credentials/passwords ב-workflows נתמכים.,מרכז את ה-lifecycle של directory-backed service credentials.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets
Leaf certificate,"End-entity certificate שמונפק ל-workload, server, user או device.",מספק identity ו-public-key binding עבור TLS/signing.,07 - PKI ו-certificate lifecycle,כללי / Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
Lease,Vault-managed lifetime contract שמשויך ל-dynamic secret או object מתחדש אחר.,"מאפשר ל-Vault לבצע expiry, renewal ו-revocation אוטומטיים ל-issued credentials.","05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/glossary
Lease count quota,Enterprise quota שמגבילה את מספר ה-active leases ב-namespace או mount scope.,מגינה על Vault מפני lease growth מופרז ו-resource exhaustion.,"04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/license
Lease ID,Unique identifier של lease.,מאפשר ל-clients/operators לבצע renewal או revocation ל-leased secret מסוים.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Least privilege,מתן מינימום ההרשאות הנדרש לביצוע משימה.,מצמצם blast radius במקרה של identity שנפרצה או טעות תפעולית.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/concepts/policies
License entitlement,Commercial rights/features שמופעלים באמצעות Vault license ו-IBM entitlement configuration.,קובעים אילו Enterprise features ניתן להשתמש.,11 - Enterprise features ו-platform operations,IBM Vault Self-Managed,https://developer.hashicorp.com/vault/docs/configuration/license-entitlement
list capability,Capability שמאפשרת listing של keys או child paths בלי בהכרח לקרוא את הערכים.,תומכת ב-discovery/navigation.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Listener,"Vault server configuration שמגדירה כיצד Vault מקבל network connections, בדרך כלל באמצעות TCP/TLS.",חושפת את Vault API/UI ל-clients ול-nodes אחרים.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/production-hardening
Local mount,Mount שמוגדר להישאר local ל-cluster ולא להיות replicated ל-performance secondaries.,תומך ב-secrets או auth configuration ספציפיים ל-region/site.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
LTS (Long-Term Support),"מדיניות תמיכה נפוצה ב-IBM, אך ב-HashiCorp Vault כל הגרסאות זוכות לתקופת תמיכה זהה ומוגדרת (בדרך כלל כשנתיים של עדכוני אבטחה ותיקונים), ללא ערוץ LTS ייעודי נפרד.","הבהרה תפעולית ללקוחות IBM הרגילים למודל LTS של מוצרי תוכנה אחרים של IBM, כדי שלא יצפו לערוץ גרסה ארוך טווח ייחודי ל-Vault.",11 - Enterprise features ו-platform operations,IBM Vault Self-Managed,https://www.ibm.com/support/pages/ibm-hashicorp-self-managed-product-support-lifecycle-addendum
Machine identity,"זהות של application, service, workload, device, job או agent, בניגוד לזהות של אדם.",מאפשרת ל-Vault להחיל בקרות מבוססות זהות על גישה שאינה אנושית.,01 - יסודות secrets ואבטחה,כללי / מיצוב IBM,https://www.ibm.com/products/hashicorp
Max TTL,Upper lifetime limit שמעבר אליו token או secret לא יכולים להתחדש.,מגביל את אורך החיים הכולל של credential.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Merkle tree,Data structure שבו Vault Enterprise replication משתמשת למעקב ולהשוואה של replicated cluster state.,תומכת ב-replication integrity/synchronization יעילים.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise internals,https://developer.hashicorp.com/vault/docs/enterprise/replication
MFA (Multi-Factor Authentication),גורם authentication נוסף שנדרש עבור גישה או פעולות מסוימות ב-Vault.,מעלה את רמת ה-assurance עבור פעולות privileged או רגישות.,03 - Authentication וזהות,Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/mfa
Mount,מופע מופעל של auth method או secrets engine ב-path מסוים.,יוצר endpoint פונקציונלי שמנותב בתוך Vault.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/glossary
Mount accessor,"מזהה ייחודי של auth method/secrets engine מותקן, המשמש identity aliases ו-references פנימיים.",מאפשר linkage יציב ל-mount בלי להסתמך רק על ה-path הקריא.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Mount path / mount point,ה-path prefix שבו auth method או secrets engine מופעלים.,קובע routing ומשמש references ב-policies וב-clients.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/glossary
mTLS (mutual TLS),TLS שבו גם ה-client וגם ה-server מציגים ומאמתים certificates.,מספק תקשורת מוצפנת יחד עם machine authentication הדדי.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/secrets/pki
Namespace,Enterprise logical isolation boundary שמתנהג כמו סביבת Vault נפרדת בתוך cluster.,מאפשר secure multi-tenancy ו-delegated administration.,"04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/namespaces
Namespace path,Hierarchical path שמזהה את ה-namespace שאליו request מכוון.,"מגדיר scope ל-identities, policies, mounts ו-secrets עבור ה-tenant הנכון.","04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/namespaces
Node,מופע יחיד של Vault server שמשתתף ב-cluster.,מספק API service ומשתתף בפעולות HA/storage.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/internals/high-availability
OCSP,Online Certificate Status Protocol לבדיקת certificate revocation status.,מספק online revocation status ל-relying parties.,07 - PKI ו-certificate lifecycle,כללי / PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
OIDC auth,Authentication אינטראקטיבי/federated באמצעות OpenID Connect.,נפוץ לגישת משתמשים דרך enterprise identity providers.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/auth
OIDC identity provider,יכולת שבה Vault עצמו פועל כ-OpenID Connect provider עבור applications.,מאפשר ל-applications לצרוך identity information ו-tokens שמגובה ב-Vault.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/secrets/identity
Orphan token,Token ללא parent token relationship.,שורד revocation של ה-token שיצר אותו.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Parent token,Token שיצר token אחר וכך יוצר token hierarchy אלא אם ה-child הוא orphan.,מאפשר cascading revocation.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Password policy,Vault rules שמגדירים complexity ו-generation requirements עבור generated passwords.,מייצרים credential quality אחידה.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
patch capability,Capability שמאפשרת partial updates נתמכים ל-path.,מאפשרת לשנות רק fields נבחרים.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Path,Vault API route שמייצג resource או operation.,ה-authorization וה-routing ב-Vault מבוססים על paths.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Performance primary,Primary cluster שממנו performance replication state משוכפל.,משמש source של replicated enterprise state.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
Performance Replication,Vault Enterprise replication mode שמעתיק state רלוונטי ל-secondary clusters כדי שישרתו workloads קרוב יותר ל-clients ויאפשרו geographic scale.,"משפר performance, availability ו-geographic distribution תוך שיתוף configuration/state.","08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
Performance secondary,Cluster שמקבל state מ-performance primary ומשרת local requests לפי semantics של performance replication.,מספק Vault service אזורי עם latency נמוך יותר ו-scale.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
Performance standby,סוג node ב-Vault Enterprise שיכול לענות על requests רבים של read-only ולהעביר writes או requests רגישי-consistency ל-active node.,משפר read scalability ומפחית עומס מה-active node.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
Periodic token,Service token שה-TTL שלו מתאפס ל-period מוגדר בכל renewal מוצלח.,תומך ב-long-running workloads ובמקביל גורם ל-token לפוג מהר אם ה-workload מפסיק לחדש.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
PKI External CA,שיטת עבודה ב-Vault PKI שבה ה-engine מייצר Certificate Signing Request (CSR) שנחתם על-ידי CA חיצוני (כגון Enterprise PKI) כדי להקים Intermediate CA בתוך Vault.,שילוב ה-PKI של Vault בתוך היררכיית האמון הארגונית הקיימת במקום להסתמך על self-signed root בלעדי.,07 - PKI ו-certificate lifecycle,Vault Enterprise 2.x,https://developer.hashicorp.com/vault/docs/secrets/pki-external-ca
PKI role,"Vault PKI configuration שמגדירה אילו certificate subjects, domains, TTLs, key types ו-usages ניתן להנפיק.",אוכפת certificate issuance policy.,07 - PKI ו-certificate lifecycle,Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
PKI secrets engine,Engine שפועל כ-Certificate Authority או intermediate CA להנפקה ולניהול של X.509 certificates.,מאוטם machine certificate issuance וה-lifecycle שלו.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/pki
Plugin,רכיב Vault ניתן להרחבה; auth methods ו-secrets engines הם סוגים של plugins.,מאפשר integrations בלי לשנות את Vault core.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/glossary
Plugin catalog,Registry של Vault עבור approved external plugin binaries וה-metadata שלהם.,שולט אילו external plugins Vault רשאי להריץ.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/internals/limits
Plugin process,OS process שמשמש external Vault plugin ובדרך כלל מתקשר עם Vault באמצעות RPC.,מריץ extension logic מחוץ ל-Vault core process.,11 - Enterprise features ו-platform operations,Vault operations,https://developer.hashicorp.com/vault/docs/internals/limits
Policy attachment,"שיוך של policy אחת או יותר ל-token, entity, group או auth role.",קובע את effective permissions.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Policy glob (*),Wildcard pattern שמשמש ל-prefix matching ב-policy paths.,מאפשר ל-policy rules לכסות כמה descendant paths.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Policy wildcard (+),Wildcard שמייצג בדיוק path segment אחד ב-policy matching.,מאפשר pattern matching מבוקר ברמת hierarchy אחת.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Private key,Secret cryptographic key שתואם ל-public key/certificate.,מאפשר signing או decryption/proof of possession.,07 - PKI ו-certificate lifecycle,כללי,https://developer.hashicorp.com/vault/docs/secrets/pki
Product Client,"מטריקת רישוי של IBM המקבילה למודל ה-Active Clients של HashiCorp, המודדת את כמות הקליינטים (אנשים או מכונות) הייחודיים הניגשים ל-Vault.",קביעת העלות המסחרית בהתאם להיקף השימוש בפועל ב-Vault.,12 - מונחים ייחודיים ל-IBM Vault,IBM commercial,https://www.ibm.com/products/hashicorp/pricing
Production hardening,"מערך deployment controls לאבטחת Vault hosts, network, TLS, OS permissions, audit, root access ותהליכים תפעוליים.",מצמצם attack surface סביב security service בעל ערך גבוה.,11 - Enterprise features ו-platform operations,Vault operations,https://developer.hashicorp.com/vault/docs/concepts/production-hardening
Promotion,Operation שממירה replication secondary ל-primary role.,משחזרת service לאחר planned migration או disaster.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
Public Key Infrastructure (PKI),"מערכות, policies, ‏Certificate Authorities, certificates ומנגנוני revocation שמקימים trust מבוסס public key.",מאפשר identities מבוססות certificate ותקשורת מוצפנת.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/secrets/pki
Quorum,רוב של voting Raft peers שנדרש ל-consensus ולהתקדמות בטוחה.,מונע split-brain writes ושומר consistency.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/configuration/storage/raft
Raft,Consensus algorithm שבו Vault Integrated Storage משתמש לשכפול state בין cluster nodes.,שומר distributed log עקבי ובוחר leader.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/configuration/storage/raft
Raft follower,Integrated Storage peer שמשכפל log entries מה-leader ויכול להפוך ל-leader לאחר election.,מספק redundancy ומשתתף ב-quorum.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/configuration/storage/raft
Raft leader,Integrated Storage node שנבחר לתאם writes ל-Raft log; ב-Vault HA עם Raft הוא תואם ל-active leadership.,מסדר את replicated state changes.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/internals/high-availability
Raft peer,Node שמשתתף ב-Vault Integrated Storage Raft cluster.,שומר replicated state ויכול להצביע בהתאם ל-role/configuration.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/configuration/storage/raft
Raft snapshot,Point-in-time backup של Integrated Storage state.,מספק cluster backup ומקור ל-disaster-recovery restore.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/concepts/integrated-storage
Rate limit quota,Quota שמגבילה request rate עבור scope.,מגינה על availability של Vault ואוכפת fair use.,"04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/namespaces
read capability,Capability שמאפשרת קריאת מידע מ-Vault path.,מספקת retrieval של secret/configuration.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Recovery key,Key מפוצל ב-Shamir שמוחזר בעת שימוש ב-auto-unseal; משמש לפעולות שמצריכות quorum אך לא לפענוח ה-root key.,שומר multi-person authorization לפעולות operator רגישות בסביבות auto-unseal.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Redundancy zone,Enterprise/managed deployment concept לפיזור Vault capacity על פני failure domains.,משפר resilience לאובדן infrastructure zone.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise / managed,https://developer.hashicorp.com/vault/docs
Rekey,"תהליך operator של Vault לשינוי מספר Shamir shares, ה-threshold או ה-key custodians.",מאפשר שינוי key custody בלי לבנות מחדש את Vault cluster.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Renewal,Operation שמאריכה renewable token או lease בתוך limits שהוגדרו.,מאפשרת ל-workloads תקינים להמשיך לפעול בלי ליצור credentials חדשים ללא צורך.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Replication lag,השהיה בין changes ב-primary לבין הזמינות שלהם ב-secondary.,מציינת replication freshness ובעיות אפשריות של read-after-write.,"08 - Storage, HA, replication ו-disaster recovery",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/replication
Request forwarding,התנהגות HA שבה standby/performance node מעביר פעולה ל-active node כשנדרש.,מאפשרת ל-clients להשתמש בכל node בריא בלי לדעת מי ה-active leader.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/internals/high-availability
Required parameters,Policy constraint שמחייב request parameters מסוימים.,מכריח callers לספק מידע שנדרש על-ידי governance.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Response wrapping,מנגנון Vault שמחזיר short-lived single-use wrapping token במקום ה-sensitive response עצמו.,מגן על מסירת bootstrap secrets כגון AppRole SecretIDs ומאפשר לזהות interception.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs
retry_join,Integrated Storage configuration שמאפשרת ל-node לגלות ולהצטרף אוטומטית ל-known leader candidates.,מפשטת cluster formation ו-node replacement.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/configuration/storage/raft
Revocation,"Operation שמבטלת token/lease, וב-dynamic secrets מבקשת ממערכת היעד להסיר את ה-credential.",מספקת cleanup מרכזי ו-incident containment.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Revoke prefix,Administrative operation שמבטלת leases תחת path prefix.,מספקת bulk cleanup עבור secrets engine/path.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Rewrap,פעולת Transit שמפענחת ciphertext פנימית ומצפינה אותו מחדש עם key version חדש בלי להחזיר plaintext.,משדרגת ciphertext ל-key versions חדשים תוך צמצום plaintext exposure.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/transit
RGP (Role Governing Policy),סוג Sentinel policy שמוצמד ל-identities/tokens בדומה ל-ACL policies.,מוסיף contextual governance ל-roles או identities נבחרים.,"04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/sentinel
Role-based access control (RBAC),מודל גישה שבו permissions משויכות ל-roles/groups במקום למשתמשים בודדים.,מאפשר authorization בקנה מידה גדול ובצורה קלה יותר לניהול ול-governance.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/concepts/identity
RoleID,מזהה AppRole המקביל לחלק ה-username בצמד authentication.,מזהה באיזה AppRole נעשה שימוש.,03 - Authentication וזהות,Vault / AppRole,https://developer.hashicorp.com/vault/docs/auth/approle/approle-pattern
Root CA,Certificate Authority העליון שהוא trust anchor בהיררכיית PKI.,מקים את ultimate trust root.,07 - PKI ו-certificate lifecycle,כללי / Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
Root credential rotation,פעולה של database secrets engine שמבצעת rotation ל-privileged credential שבו Vault משתמש לניהול database users.,מצמצמת את החשיפה של control credential.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/databases
Root key,ה-key הפנימי שמגן על Vault keyring; הוא עצמו מוגן על-ידי מנגנון ה-seal המוגדר.,משמש key ברמה גבוהה בהיררכיית המפתחות הפנימית של Vault.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault internals,https://developer.hashicorp.com/vault/docs/concepts/seal
Root namespace,ה-top-level Vault Enterprise namespace שמכיל ושולט ב-namespace hierarchy.,משמש administrative root של Vault cluster.,"04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/namespaces
Root policy,Policy מובנית ובלתי ניתנת לשינוי שמעניקה גישה בלתי מוגבלת ל-Vault.,מגדירה authorization ברמת root.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Root token,Vault token שנושא את ה-root policy המובנה ולכן מחזיק בהרשאות בלתי מוגבלות.,משמש ל-bootstrap או ל-emergency administrative access.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
RPO (Recovery Point Objective),"מקסימום acceptable data loss, נמדד בזמן, לאחר disaster.",מכתיב backup/replication design.,"08 - Storage, HA, replication ו-disaster recovery",כללי / DR,https://developer.hashicorp.com/vault/docs/enterprise/replication
RTO (Recovery Time Objective),מקסימום acceptable time לשחזור Vault service לאחר disaster.,מכתיב architecture ו-recovery automation.,"08 - Storage, HA, replication ו-disaster recovery",כללי / DR,https://developer.hashicorp.com/vault/docs/enterprise/replication
SAML auth,Enterprise authentication באמצעות SAML assertions מ-identity provider.,מספק enterprise SSO לגישת משתמשים כאשר SAML הוא הסטנדרט הארגוני.,03 - Authentication וזהות,Vault Enterprise / IBM integration,https://www.ibm.com/products/hashicorp
SAN (Subject Alternative Name),"X.509 extension שמכיל DNS names, IP addresses, URIs, emails או identities אחרים.",נושא את ה-identities שעבורם certificate תקף.,07 - PKI ו-certificate lifecycle,כללי / Vault PKI,https://developer.hashicorp.com/vault/docs/secrets/pki
